,,Site A (Forest),Site A,Site A,Site A,Site A
1/29/19 16:00,,25.30283505,25.30283505,25.30283505,,
1/30/19 8:00,,0,0,0,,
1/30/19 10:00,,0,0,0,,
1/30/19 12:00,,0,0,0,,
1/30/19 14:00,,0,0,0,,
1/30/19 16:00,,0,0,0,,
1/31/19 8:00,,,0,0,,
1/31/19 10:00,,0,0,0,,
1/31/19 12:00,,0,0,0,,
1/31/19 14:00,,0,0,0,,
1/31/19 16:00,,,0,0,,
2/1/19 8:00,,0,0,0,,
2/1/19 10:00,,0,0,0,,
2/1/19 12:00,,0,0,0,,
2/1/19 14:00,,,0,0,,
2/1/19 16:00,,,0,0,,
2/2/19 8:00,,0,0,0,,
2/2/19 10:00,,0,0,0,,
2/2/19 12:00,,0,0,0,,
2/2/19 14:00,,0,0,0,,
2/2/19 16:00,,0,0,0,,
2/3/19 8:00,,0,0,0,,
2/3/19 10:00,,,0,0,,
2/3/19 12:00,,0,0,0,,
2/3/19 14:00,,0,0,0,,
2/3/19 16:00,,0,0,0,,
2/4/19 8:00,,362.2179962,362.2179962,362.2179962,,
2/4/19 10:00,,520.4129324,520.4129324,158.1949362,,
2/4/19 12:00,,530.6256254,530.6256254,10.21269299,,
2/4/19 14:00,,546.1334374,546.1334374,15.50781201,,
2/4/19 16:00,,0,0,0,,
2/5/19 8:00,,,0,0,,
2/5/19 10:00,,,0,0,,
2/5/19 12:00,,,0,0,,
2/5/19 14:00,,,0,0,,
2/5/19 16:00,,,0,0,,
2/6/19 8:00,,,0,0,,
2/6/19 10:00,,,0,0,,
2/6/19 12:00,,0,0,0,,
2/6/19 14:00,,0,0,0,,
2/6/19 16:00,,,242.3790648,242.3790648,,
2/7/19 8:00,,484.7581297,484.7581297,242.3790648,,
2/7/19 10:00,,0,0,0,,
2/7/19 12:00,,4.087019091,4.087019091,4.087019091,,
2/7/19 14:00,,245.1849535,245.1849535,241.0979344,,
2/7/19 16:00,,82.67235498,82.67235498,0,,
2/8/19 8:00,,0,0,0,,
2/8/19 10:00,,0,0,0,,
2/8/19 12:00,,1.693671948,1.693671948,1.693671948,,
2/8/19 14:00,,19.94513237,19.94513237,18.25146042,,
2/8/19 16:00,,0,0,0,,
2/9/19 8:00,,0,0,0,,
2/9/19 10:00,,0,0,0,,
2/9/19 12:00,,0,0,0,,
2/9/19 14:00,,0,0,0,,
2/9/19 16:00,,0,0,0,,
2/10/19 8:00,,0,0,0,,
2/10/19 10:00,,0,0,0,,
2/10/19 12:00,,,0,0,,
2/10/19 14:00,,0,0,0,,
2/10/19 16:00,,,0,0,,
2/11/19 8:00,,0,0,0,,
2/11/19 10:00,,0,0,0,,
2/11/19 12:00,,0,0,0,,
2/11/19 14:00,,,0,0,,
2/11/19 16:00,,0,0,0,,
2/12/19 8:00,,0,0,0,,
2/12/19 10:00,,0,0,0,,
2/12/19 12:00,,0,0,0,,
2/12/19 14:00,,567.3416006,567.3416006,567.3416006,,
2/12/19 16:00,,,561.9945329,0,,
2/13/19 8:00,,556.6474651,556.6474651,0,,
2/13/19 10:00,,540.9333245,540.9333245,0,,
2/13/19 12:00,,551.3700658,551.3700658,10.43674122,,
2/13/19 14:00,,561.9698914,561.9698914,10.5998256,,
2/13/19 16:00,,144.2616415,144.2616415,0,,
2/14/19 8:00,,144.2616415,144.2616415,0,,
2/14/19 10:00,,144.2616415,144.2616415,0,,
2/14/19 12:00,,,155.8504667,11.5888252,,
2/14/19 14:00,,,167.4392919,11.5888252,,
2/14/19 16:00,,179.0281171,179.0281171,11.5888252,,
2/15/19 8:00,,187.3330567,187.3330567,8.304939543,,
2/15/19 10:00,,0,0,0,,
2/15/19 12:00,,37.44084013,37.44084013,37.44084013,,
2/15/19 14:00,,,51.92562556,14.48478543,,
2/15/19 16:00,,66.41041099,66.41041099,14.48478543,,
2/16/19 8:00,,,233.3874742,166.9770632,,
2/16/19 10:00,,,400.3645374,166.9770632,,
2/16/19 12:00,,567.3416006,567.3416006,166.9770632,,
2/16/19 14:00,,4.087019091,4.087019091,0,,
2/16/19 16:00,,,170.6976718,166.6106528,,
2/17/19 8:00,,337.3083246,337.3083246,166.6106528,,
2/17/19 10:00,,337.3083246,337.3083246,0,,
2/17/19 12:00,,1.693671948,1.693671948,0,,
2/17/19 14:00,,82.67235498,82.67235498,80.97868303,,
2/17/19 16:00,,135.3614112,135.3614112,52.68905623,,
2/18/19 8:00,,386.6698676,386.6698676,251.3084564,,
2/18/19 10:00,,380.6295707,380.6295707,0,,
2/18/19 12:00,,,317.1913089,0,,
2/18/19 14:00,,,253.7530471,0,,
2/18/19 16:00,,,190.3147853,0,,
2/19/19 8:00,,,126.8765236,0,,
2/19/19 10:00,,,63.43826178,0,,
2/19/19 12:00,,0,0,0,,
,,,,,,
11/26/19 8:00,,0,0,0,,
11/26/19 11:00,,0,0,0,,
11/26/19 14:00,,0,0,0,,
11/26/19 17:00,,43.60510011,43.60510011,43.60510011,,
11/27/19 8:00,,210.793214,210.793214,167.1881138,,
11/27/19 11:00,,282.5464532,282.5464532,71.75323924,,
11/27/19 14:00,,249.8680235,249.8680235,0,,
11/27/19 17:00,,286.9890488,286.9890488,37.1210253,,
11/28/19 8:00,,330.5637432,330.5637432,43.57469437,,
11/28/19 11:00,,325.6185074,325.6185074,0,,
11/28/19 14:00,,307.9161529,307.9161529,0,,
11/28/19 17:00,,326.1752401,326.1752401,18.25908719,,
11/29/19 8:00,,446.9752624,446.9752624,120.8000223,,
11/29/19 11:00,,4.47E+02,446.9752624,0,,
11/29/19 14:00,,424.9164414,424.9164414,0,,
11/29/19 17:00,,432.6836494,432.6836494,7.767207934,,
11/30/19 8:00,,402.2619639,402.2619639,0,,
11/30/19 11:00,,385.7187688,385.7187688,0,,
11/30/19 14:00,,397.3390051,397.3390051,11.62023627,,
11/30/19 17:00,,380.2040225,380.2040225,0,,
12/1/19 8:00,,,379.9033709,0,,
12/1/19 11:00,,379.6027193,379.6027193,0,,
12/1/19 14:00,,373.474967,373.474967,0,,
12/1/19 17:00,,352.0344006,352.0344006,0,,
12/2/19 8:00,,320.6460356,320.6460356,0,,
12/2/19 11:00,,341.596068,341.596068,20.95003236,,
12/2/19 14:00,,306.7111958,306.7111958,0,,
12/2/19 17:00,,306.0872962,306.0872962,0,,
12/3/19 8:00,,298.0267677,298.0267677,0,,
12/3/19 11:00,,296.2926752,296.2926752,0,,
12/3/19 14:00,,275.3927275,275.3927275,0,,
12/3/19 17:00,,257.6889482,257.6889482,0,,
12/4/19 8:00,,227.628918,227.628918,0,,
12/4/19 11:00,,248.1232957,248.1232957,20.49437765,,
12/4/19 14:00,,226.6789,226.6789,0,,
12/4/19 17:00,,216.3822525,216.3822525,0,,
12/5/19 8:00,,197.7350183,197.7350183,0,,
12/5/19 11:00,,210.793214,210.793214,13.05819571,,
12/5/19 14:00,,161.39412,161.39412,0,,
12/5/19 17:00,,172.570008,172.570008,11.17588797,,
12/6/19 8:00,,200.5637545,200.5637545,27.99374654,,
12/6/19 11:00,,219.2251533,219.2251533,18.66139883,,
12/6/19 14:00,,200.5637545,200.5637545,0,,
12/6/19 17:00,,147.9693718,147.9693718,0,,
12/7/19 8:00,,123.1360207,123.1360207,0,,
12/7/19 11:00,,1.23E+02,123.1360207,0,,
12/7/19 14:00,,114.7550117,114.7550117,0,,
12/7/19 17:00,,103.5184998,103.5184998,0,,
12/8/19 8:00,,176.3065611,176.3065611,72.78806132,,
12/8/19 11:00,,190.5339294,190.5339294,14.2273683,,
12/8/19 14:00,,253.3201157,253.3201157,62.78618632,,
12/8/19 17:00,,243.3493326,243.3493326,0,,
12/9/19 8:00,,263.7874917,263.7874917,20.43815909,,
12/9/19 11:00,,235.1232601,235.1232601,0,,
12/9/19 14:00,,270.9739375,270.9739375,35.85067749,,
12/9/19 17:00,,257.6889482,257.6889482,0,,
12/10/19 8:00,,243.3493326,243.3493326,0,,
12/10/19 11:00,,257.6889482,257.6889482,14.33961566,,
12/10/19 14:00,,237.8856576,237.8856576,0,,
12/10/19 17:00,,192.9978568,192.9978568,0,,
12/11/19 8:00,,208.9725953,208.9725953,15.97473855,,
12/11/19 11:00,,221.0035609,221.0035609,12.03096563,,
12/11/19 14:00,,217.3532347,217.3532347,0,,
12/11/19 17:00,,216.3822525,216.3822525,0,,
12/12/19 8:00,,186.4140782,186.4140782,0,,
12/12/19 11:00,,162.3277338,162.3277338,0,,
12/12/19 14:00,,126.7883486,126.7883486,0,,
12/12/19 17:00,,105.4265003,105.4265003,0,,
12/13/19 8:00,,102.5305282,102.5305282,0,,
12/13/19 11:00,,105.4265003,105.4265003,2.895972052,,
12/13/19 14:00,,56.89548622,56.89548622,0,,
12/13/19 17:00,,93.20880794,93.20880794,36.31332172,,
12/14/19 8:00,,93.20880794,93.20880794,0,,
12/14/19 11:00,,0,0,0,,
12/14/19 14:00,,0,0,0,,
12/14/19 17:00,,0,0,0,,
12/15/19 8:00,,161.39412,161.39412,103.5448879,,
12/15/19 11:00,,,143.200953,0,,
12/15/19 14:00,,125.007786,125.007786,0,,
12/15/19 17:00,,111.8519885,111.8519885,0,,
12/16/19 8:00,,151.1124987,151.1124987,39.26051019,,
12/16/19 11:00,,84.87002713,84.87002713,0,,
12/16/19 14:00,,126.7883486,126.7883486,41.91832144,,
12/16/19 17:00,,107.2437985,107.2437985,0,,
12/17/19 8:00,,152.0667638,152.0667638,44.8229653,,
12/17/19 11:00,,106.3464954,106.3464954,0,,
12/17/19 14:00,,107.2437985,107.2437985,0.897303149,,
12/17/19 17:00,,88.57730283,88.57730283,0,,
12/18/19 8:00,,96.09776283,96.09776283,7.520459998,,
12/18/19 11:00,,79.24375175,79.24375175,0,,
12/18/19 14:00,,76.50376874,76.50376874,0,,
12/18/19 17:00,,87.68434402,87.68434402,11.18057528,,
12/19/19 8:00,,101.5199322,101.5199322,13.83558822,,
12/19/19 11:00,,60.00387589,60.00387589,0,,
12/19/19 14:00,,57.84923214,57.84923214,0,,
12/19/19 17:00,,66.2205751,66.2205751,8.371342956,,
12/20/19 8:00,,37.27313047,37.27313047,0,,
12/20/19 11:00,,61.44013089,61.44013089,24.16700042,,
12/20/19 14:00,,56.89548622,56.89548622,0,,
12/20/19 17:00,,30.79040813,30.79040813,0,,
12/21/19 8:00,,29.86571636,29.86571636,0,,
12/21/19 11:00,,38.24459142,38.24459142,8.378875062,,
12/21/19 14:00,,56.89548622,56.89548622,18.6508948,,
12/21/19 17:00,,55.91936422,55.91936422,0,,
12/22/19 8:00,,42.76750445,42.76750445,0,,
12/22/19 11:00,,19.59275191,19.59275191,0,,
12/22/19 14:00,,64.24122482,64.24122482,44.64847291,,
12/22/19 17:00,,139.8147901,139.8147901,75.57356533,,
12/23/19 8:00,,158.4553225,158.4553225,18.64053238,,
12/23/19 11:00,,137.7509671,137.7509671,0,,
12/23/19 14:00,,122.1659787,122.1659787,0,,
12/23/19 17:00,,94.19438677,94.19438677,0,,
12/24/19 8:00,,236.9567248,236.9567248,142.762338,,
12/24/19 11:00,,231.960294,231.960294,0,,
12/24/19 14:00,,187.4241159,187.4241159,0,,
12/24/19 17:00,,178.1023057,178.1023057,0,,
12/25/19 8:00,,125.9094757,125.9094757,0,,
12/25/19 11:00,,157.4297975,157.4297975,31.52032176,,
12/25/19 14:00,,175.0105266,175.0105266,17.58072917,,
12/25/19 17:00,,137.7509671,137.7509671,0,,
12/26/19 8:00,,176.0641688,176.0641688,38.31320168,,
12/26/19 11:00,,166.7471262,166.7471262,0,,
12/26/19 14:00,,147.0663009,147.0663009,0,,
12/26/19 17:00,,129.4761153,129.4761153,0,,
12/27/19 8:00,,159.4578967,159.4578967,29.98178146,,
12/27/19 11:00,,92.20065824,92.20065824,0,,
12/27/19 14:00,,142.7391732,142.7391732,50.53851496,,
12/27/19 17:00,,116.5767402,116.5767402,0,,
12/28/19 8:00,,112.8423644,112.8423644,0,,
12/28/19 11:00,,100.1258733,100.1258733,0,,
12/28/19 14:00,,117.453469,117.453469,17.32759576,,
12/28/19 17:00,,101.5199322,101.5199322,0,,
12/29/19 8:00,,76.50376874,76.50376874,0,,
12/29/19 11:00,,87.68434402,87.68434402,11.18057528,,
12/29/19 14:00,,140.1845484,140.1845484,52.50020434,,
12/29/19 17:00,,59.68953016,59.68953016,0,,
12/30/19 8:00,,104.4838295,104.4838295,44.79429934,,
12/30/19 11:00,,81.76185275,81.76185275,0,,
12/30/19 14:00,,77.43961645,77.43961645,0,,
12/30/19 17:00,,51.24190303,51.24190303,0,,
12/31/19 8:00,,72.53556318,72.53556318,21.29366015,,
12/31/19 11:00,,61.44013089,61.44013089,0,,
12/31/19 14:00,,61.44013089,61.44013089,0,,
12/31/19 17:00,,56.89548622,56.89548622,0,,
1/1/20 8:00,,54.92088298,54.92088298,0,,
1/1/20 11:00,,21.45992031,21.45992031,0,,
1/1/20 14:00,,46.59637183,46.59637183,25.13645152,,
1/1/20 17:00,,74.5645949,74.5645949,27.96822307,,
1/2/20 8:00,,37.27313047,37.27313047,0,,
1/2/20 11:00,,53.46820534,53.46820534,16.19507487,,
1/2/20 14:00,,22.36021306,22.36021306,0,,
1/2/20 17:00,,94.19438677,94.19438677,71.83417371,,
1/3/20 8:00,,74.5645949,74.5645949,0,,
1/3/20 11:00,,88.57730283,88.57730283,14.01270793,,
1/3/20 14:00,,0,0,0,,
1/3/20 17:00,,0,0,0,,
1/4/20 8:00,,0,0,0,,
1/4/20 11:00,,0,0,0,,
1/4/20 14:00,,0,0,0,,
1/4/20 17:00,,0,0,0,,
1/5/20 8:00,,0,0,0,,
1/5/20 11:00,,0,0,0,,
1/5/20 14:00,,0,0,0,,
1/5/20 17:00,,0,0,0,,
1/6/20 8:00,,0,0,0,,
1/6/20 11:00,,0,0,0,,
1/6/20 14:00,,0,0,0,,
1/6/20 17:00,,0,0,0,,
1/7/20 8:00,,0,0,0,,
1/7/20 11:00,,0,0,0,,
1/7/20 14:00,,0,0,0,,
1/7/20 17:00,,0,0,0,,
1/8/20 8:00,,0,0,0,,
1/8/20 11:00,,0,0,0,,
1/8/20 14:00,,0,0,0,,
1/8/20 17:00,,0,0,0,,
1/9/20 8:00,,0,0,0,,
1/9/20 11:00,,109.8032202,109.8032202,109.8032202,,
1/9/20 14:00,,0,0,0,,
1/9/20 17:00,,0,0,0,,
1/10/20 8:00,,0,0,0,,
1/10/20 11:00,,0,0,0,,
1/10/20 14:00,,0,0,0,,
1/10/20 17:00,,0,0,0,,
1/11/20 8:00,,0,0,0,,
1/11/20 11:00,,0,0,0,,
1/11/20 14:00,,0,0,0,,
1/11/20 17:00,,0,0,0,,
1/12/20 8:00,,0,0,0,,
1/12/20 11:00,,0,0,0,,
1/12/20 14:00,,0,0,0,,
1/12/20 17:00,,,0,0,,
1/13/20 8:00,,0,0,0,,
1/13/20 11:00,,,0,0,,
1/13/20 14:00,,,0,0,,
1/13/20 17:00,,,0,0,,
1/14/20 8:00,,0,0,0,,
1/14/20 11:00,,,0,0,,
1/14/20 14:00,,,0,0,,
1/14/20 17:00,,,0,0,,
1/15/20 8:00,,0,0,0,,
1/15/20 11:00,,0,0,0,,
1/15/20 14:00,,0,0,0,,
1/15/20 17:00,,0,0,0,,
1/16/20 8:00,,0,0,0,,
1/16/20 11:00,,0,0,0,,
1/16/20 14:00,,0,0,0,,
1/16/20 17:00,,172.4961952,172.4961952,172.4961952,,
1/17/20 8:00,,241.0576429,241.0576429,68.56144763,,
1/17/20 11:00,,229.582277,229.582277,0,,
1/17/20 14:00,,175.3370853,175.3370853,0,,
1/17/20 17:00,,167.6316255,167.6316255,0,,
1/18/20 8:00,,196.6205431,196.6205431,28.98891767,,
1/18/20 11:00,,196.6205431,196.6205431,0,,
1/18/20 14:00,,167.6316255,167.6316255,0,,
1/18/20 17:00,,109.0657787,109.0657787,0,,
1/19/20 8:00,,111.9131626,111.9131626,2.847383856,,
1/19/20 11:00,,99.81968013,99.81968013,0,,
1/19/20 14:00,,107.5034829,107.5034829,7.683802725,,
1/19/20 17:00,,73.60294351,73.60294351,0,,
1/20/20 8:00,,25.55586672,25.55586672,0,,
1/20/20 11:00,,68.96084748,68.96084748,43.40498076,,
1/20/20 14:00,,34.78369269,34.78369269,0,,
1/20/20 17:00,,74.98870611,74.98870611,40.20501342,,
1/21/20 8:00,,9.558872715,9.558872715,0,,
1/21/20 11:00,,29.71598926,29.71598926,20.15711655,,
1/21/20 14:00,,44.64201479,44.64201479,14.92602553,,
1/21/20 17:00,,5.442365725,5.442365725,0,,
1/22/20 8:00,,39.22379855,39.22379855,33.78143283,,
1/22/20 11:00,,22.65537476,22.65537476,0,,
1/22/20 14:00,,22.65537476,22.65537476,0,,
1/22/20 17:00,,54.6358291,54.6358291,31.98045434,,
1/23/20 8:00,,46.40465115,46.40465115,0,,
1/23/20 11:00,,84.22086086,84.22086086,37.81620971,,
1/23/20 14:00,,0,0,0,,
1/23/20 17:00,,0,0,0,,
1/24/20 8:00,,0,0,0,,
1/24/20 11:00,,0,0,0,,
1/24/20 14:00,,0,0,0,,
1/24/20 17:00,,0,0,0,,
1/25/20 8:00,,0,0,0,,
1/25/20 11:00,,0,0,0,,
1/25/20 14:00,,0,0,0,,
1/25/20 17:00,,0,0,0,,
1/26/20 8:00,,0,0,0,,
1/26/20 11:00,,0,0,0,,
1/26/20 14:00,,0,0,0,,
1/26/20 17:00,,0,0,0,,
1/27/20 8:00,,0,0,0,,
1/27/20 11:00,,0,0,0,,
1/27/20 14:00,,0,0,0,,
1/27/20 17:00,,0,0,0,,
1/28/20 8:00,,0,0,0,,
1/28/20 11:00,,0,0,0,,
1/28/20 14:00,,0,0,0,,
1/28/20 17:00,,0,0,0,,
1/29/20 8:00,,0,0,0,,
1/29/20 11:00,,0,0,0,,
1/29/20 14:00,,0,0,0,,
1/29/20 17:00,,0,0,0,,
1/30/20 8:00,,0,0,0,,
1/30/20 11:00,,0,0,0,,
1/30/20 14:00,,0,0,0,,
1/30/20 17:00,,0,0,0,,
1/31/20 8:00,,0,0,0,,
1/31/20 11:00,,0,0,0,,
1/31/20 14:00,,0,0,0,,
1/31/20 17:00,,0,0,0,,
2/1/20 8:00,,0,0,0,,
2/1/20 11:00,,0,0,0,,
2/1/20 14:00,,0,0,0,,
2/1/20 17:00,,0,0,0,,
2/2/20 8:00,,0,0,0,,
2/2/20 11:00,,0,0,0,,
2/2/20 14:00,,0,0,0,,
2/2/20 17:00,,0,0,0,,
2/3/20 8:00,,0,0,0,,
2/3/20 11:00,,0,0,0,,
2/3/20 14:00,,0,0,0,,
2/3/20 17:00,,0,0,0,,
2/4/20 8:00,,0,0,0,,
2/4/20 11:00,,0,0,0,,
2/4/20 14:00,,0,0,0,,
2/4/20 17:00,,0,0,0,,
2/5/20 8:00,,0,0,0,,
2/5/20 11:00,,0,0,0,,
2/5/20 14:00,,0,0,0,,
2/5/20 17:00,,0,0,0,,
2/6/20 8:00,,0,0,0,,
2/6/20 11:00,,0,0,0,,
2/6/20 14:00,,0,0,0,,
2/6/20 17:00,,0,0,0,,
2/7/20 8:00,,0,0,0,,
2/7/20 11:00,,0,0,0,,
2/7/20 14:00,,0,0,0,,
2/7/20 17:00,,0,0,0,,
2/8/20 8:00,,0,0,0,,
2/8/20 11:00,,0,0,0,,
2/8/20 14:00,,0,0,0,,
2/8/20 17:00,,0,0,0,,
2/9/20 8:00,,0,0,0,,
2/9/20 11:00,,0,0,0,,
2/9/20 14:00,,0,0,0,,
2/9/20 17:00,,0,0,0,,
2/10/20 8:00,,0,0,0,,
2/10/20 11:00,,0,0,0,,
2/10/20 14:00,,0,0,0,,
2/10/20 17:00,,0,0,0,,
2/11/20 8:00,,0,0,0,,
2/11/20 11:00,,0,0,0,,
2/11/20 14:00,,0,0,0,,
2/11/20 17:00,,0,0,0,,
2/12/20 8:00,,0,0,0,,
2/12/20 11:00,,0,0,0,,
2/12/20 14:00,,0,0,0,,
2/12/20 17:00,,0,0,0,,
2/13/20 8:00,,0,0,0,,
2/13/20 11:00,,0,0,0,,
2/13/20 14:00,,0,0,0,,
2/13/20 17:00,,0,0,0,,
2/14/20 8:00,,0,0,0,,
2/14/20 11:00,,0,0,0,,
2/14/20 14:00,,0,0,0,,
2/14/20 17:00,,0,0,0,,
2/15/20 8:00,,0,0,0,,
2/15/20 11:00,,0,0,0,,
2/15/20 14:00,,0,0,0,,
2/15/20 17:00,,0,0,0,,
2/16/20 8:00,,0,0,0,,
2/16/20 11:00,,0,0,0,,
2/16/20 14:00,,0,0,0,,
2/16/20 17:00,,0,0,0,,
2/17/20 8:00,,0,0,0,,
2/17/20 11:00,,0,0,0,,
2/17/20 14:00,,0,0,0,,
2/17/20 17:00,,0,0,0,,
2/18/20 8:00,,0,0,0,,
2/18/20 11:00,,0,0,0,,
2/18/20 14:00,,0,0,0,,
2/18/20 17:00,,0,0,0,,
2/19/20 8:00,,0,0,0,,
2/19/20 11:00,,0,0,0,,
2/19/20 14:00,,0,0,0,,
2/19/20 17:00,,0,0,0,,
2/20/20 8:00,,0,0,0,,
2/20/20 11:00,,0,0,0,,
2/20/20 14:00,,0,0,0,,
2/20/20 17:00,,0,0,0,,
2/21/20 8:00,,0,0,0,,
2/21/20 11:00,,0,0,0,,
2/21/20 14:00,,0,0,0,,
2/21/20 17:00,,0,0,0,,
2/22/20 8:00,,0,0,0,,
2/22/20 11:00,,0,0,0,,
2/22/20 14:00,,0,0,0,,
2/22/20 17:00,,0,0,0,,
2/23/20 8:00,,0,0,0,,
2/23/20 11:00,,0,0,0,,
2/23/20 14:00,,0,0,0,,
2/23/20 17:00,,0,0,0,,
2/24/20 8:00,,0,0,0,,
2/24/20 11:00,,0,0,0,,
2/24/20 14:00,,0,0,0,,
2/24/20 17:00,,0,0,0,,
2/25/20 8:00,,0,0,0,,
2/25/20 11:00,,0,0,0,,
2/25/20 14:00,,0,0,0,,
2/25/20 17:00,,0,0,0,,
2/26/20 8:00,,0,0,0,,
2/26/20 11:00,,0,0,0,,
2/26/20 14:00,,0,0,0,,
2/26/20 17:00,,0,0,0,,
2/27/20 8:00,,0,0,0,,
2/27/20 11:00,,0,0,0,,
2/27/20 14:00,,0,0,0,,
2/27/20 17:00,,0,0,0,,
2/28/20 8:00,,0,0,0,,
2/28/20 11:00,,0,0,0,,
2/28/20 14:00,,0,0,0,,
2/28/20 17:00,,0,0,0,,
2/29/20 8:00,,0,0,0,,
2/29/20 11:00,,0,0,0,,
2/29/20 14:00,,0,0,0,,
2/29/20 17:00,,0,0,0,,
3/1/20 8:00,,107.0184984,107.0184984,107.0184984,,
3/1/20 11:00,,55.74979272,55.74979272,0,,
3/1/20 14:00,,58.40349246,58.40349246,2.653699734,,
3/1/20 17:00,,59.44435816,59.44435816,1.040865703,,
3/2/20 8:00,,96.21961096,96.21961096,36.7752528,,
3/2/20 11:00,,44.56310941,44.56310941,0,,
3/2/20 14:00,,53.23723313,53.23723313,8.67412372,,
3/2/20 17:00,,0,0,0,,
3/3/20 8:00,,0,0,0,,
3/3/20 11:00,,0,0,0,,
3/3/20 14:00,,0,0,0,,
3/3/20 17:00,,0,0,0,,
3/4/20 8:00,,0,0,0,,
3/4/20 11:00,,0,0,0,,
3/4/20 14:00,,0,0,0,,
3/4/20 17:00,,0,0,0,,
3/5/20 8:00,,0,0,0,,
3/5/20 11:00,,0,0,0,,
3/5/20 14:00,,0,0,0,,
3/5/20 17:00,,0,0,0,,
3/6/20 8:00,,0,0,0,,
3/6/20 11:00,,0,0,0,,
3/6/20 14:00,,0,0,0,,
3/6/20 17:00,,0,0,0,,
3/7/20 8:00,,0,0,0,,
3/7/20 11:00,,0,0,0,,
3/7/20 14:00,,0,0,0,,
3/7/20 17:00,,0,0,0,,
3/8/20 8:00,,0,0,0,,
3/8/20 11:00,,0,0,0,,
3/8/20 14:00,,0,0,0,,
3/8/20 17:00,,0,0,0,,
3/9/20 8:00,,0,0,0,,
3/9/20 11:00,,0,0,0,,
3/9/20 14:00,,0,0,0,,
3/9/20 17:00,,0,0,0,,
3/10/20 8:00,,0,0,0,,
3/10/20 11:00,,0,0,0,,
3/10/20 14:00,,0,0,0,,
3/10/20 17:00,,0,0,0,,
3/11/20 8:00,,0,0,0,,
3/11/20 11:00,,0,0,0,,
3/11/20 14:00,,0,0,0,,
3/11/20 17:00,,0,0,0,,
3/12/20 8:00,,0,0,0,,
3/12/20 11:00,,0,0,0,,
3/12/20 14:00,,0,0,0,,
3/12/20 17:00,,0,0,0,,
3/13/20 8:00,,0,0,0,,
3/13/20 11:00,,0,0,0,,
3/13/20 14:00,,0,0,0,,
3/13/20 17:00,,0,0,0,,
3/14/20 8:00,,22.80981421,22.80981421,22.80981421,,
3/14/20 11:00,,0,0,0,,
3/14/20 14:00,,0,0,0,,
3/14/20 17:00,,0,0,0,,
3/15/20 8:00,,183.4791008,183.4791008,183.4791008,,
3/15/20 11:00,,190.5612541,190.5612541,7.08215333,,
3/15/20 14:00,,184.2311409,184.2311409,0,,
3/15/20 17:00,,229.2062478,229.2062478,44.97510697,,
3/16/20 8:00,,312.0785046,312.0785046,82.87225679,,
3/16/20 11:00,,322.5166227,322.5166227,10.43811807,,
3/16/20 14:00,,339.0478156,339.0478156,16.53119293,,
3/16/20 17:00,,395.568241,395.568241,56.52042534,,
3/17/20 8:00,,414.4518064,414.4518064,18.88356539,,
3/17/20 11:00,,406.6263299,406.6263299,0,,
3/17/20 14:00,,352.4184538,352.4184538,0,,
3/17/20 17:00,,372.4131828,372.4131828,19.99472902,,
3/18/20 8:00,,351.1311698,351.1311698,0,,
3/18/20 11:00,,364.0573477,364.0573477,12.92617796,,
3/18/20 14:00,,339.3536381,339.3536381,0,,
3/18/20 17:00,,333.3310337,333.3310337,0,,
3/19/20 8:00,,379.470506,379.470506,46.13947231,,
3/19/20 11:00,,391.6757866,391.6757866,12.20528054,,
3/19/20 14:00,,357.4274786,357.4274786,0,,
3/19/20 17:00,,339.9727592,339.9727592,0,,
3/20/20 8:00,,353.2311076,353.2311076,13.25834838,,
3/20/20 11:00,,353.346875,353.346875,0.115767413,,
3/20/20 14:00,,316.4958955,316.4958955,0,,
3/20/20 17:00,,306.8099766,306.8099766,0,,
3/21/20 8:00,,349.013681,349.013681,42.20370443,,
3/21/20 11:00,,311.6993328,311.6993328,0,,
3/21/20 14:00,,317.1083348,317.1083348,5.409002065,,
3/21/20 17:00,,308.7093871,308.7093871,0,,
3/22/20 8:00,,310.4656815,310.4656815,1.756294407,,
3/22/20 11:00,,314.1252698,314.1252698,3.659588332,,
3/22/20 14:00,,300.8792078,300.8792078,0,,
3/22/20 17:00,,304.4790083,304.4790083,3.599800555,,
3/23/20 8:00,,281.2223655,281.2223655,0,,
3/23/20 11:00,,273.192877,273.192877,0,,
3/23/20 14:00,,273.816771,273.816771,0.623894046,,
3/23/20 17:00,,258.3531566,258.3531566,0,,
3/24/20 8:00,,245.3928643,245.3928643,0,,
3/24/20 11:00,,272.6047311,272.6047311,27.21186683,,
3/24/20 14:00,,264.1795533,264.1795533,0,,
3/24/20 17:00,,250.9546724,250.9546724,0,,
3/25/20 8:00,,305.3937537,305.3937537,54.43908126,,
3/25/20 11:00,,298.4107128,298.4107128,0,,
3/25/20 14:00,,311.6993328,311.6993328,13.28861996,,
3/25/20 17:00,,330.3688291,330.3688291,18.66949636,,
3/26/20 8:00,,339.9727592,339.9727592,9.603930098,,
3/26/20 11:00,,334.4267656,334.4267656,0,,
3/26/20 14:00,,352.5194026,352.5194026,18.09263707,,
3/26/20 17:00,,324.9549961,324.9549961,0,,
3/27/20 8:00,,320.0228742,320.0228742,0,,
3/27/20 11:00,,325.3778693,325.3778693,5.354995044,,
3/27/20 14:00,,318.9127925,318.9127925,0,,
3/27/20 17:00,,299.3324627,299.3324627,0,,
